simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z	gps_time	geocent_time	geocent_time_ns
964	0.7366969	0.72306513	2.7439283	676.29816	9.9697906	2.5431117	0.35764683	-0.0072275219	1018883337.621889	1018883337	636001825
1019	5.4467005	-0.075694838	0.47992033	846.73048	7.9948418	2.5374662	-0.030419833	-0.12656547	1001429728.791543	1001429728	777441978
1087	2.3993014	-0.063302355	0.55352909	837.6282	16.841965	3.1650145	-0.052956909	-0.0013504803	1019561593.872562	1019561593	863664031
1115	0.87964541	-1.0764963	0.90901487	569.93915	12.60271	2.2653326	-0.099088935	0.1008436	1012746173.693797	1012746173	674618244
1153	0.36709956	1.1305896	1.7316348	252.99901	15.709364	2.440554	0.098327962	-0.051566456	1025864820.925089	1025864820	941786647
1154	4.785816	-1.2043007	1.0667684	852.05178	10.357011	2.4527488	0.27722221	-0.027700614	1000684085.449397	1000684085	439953566
1170	2.1872728	0.64439642	2.3635282	435.5544	7.1381089	1.7814015	0.021440562	0.086836832	1026762868.521904	1026762868	542015314
1200	0.92081673	-0.59580594	0.53338148	1797.3836	8.1460662	3.0492766	0.60234011	-0.011552379	1029881797.420911	1029881797	402988911
1218	0.35847638	1.3684187	2.2589129	840.57074	9.9786902	2.7984425	-0.26142807	-0.01909106	1016574926.347973	1016574926	370466352
1317	4.1130729	-0.59378841	2.4685794	599.239	8.7390815	1.5485528	0.077596032	-0.081311149	1023572955.083918	1023572955	75359464
1342	2.8944201	0.064063426	2.6933759	996.68272	7.713552	2.2286802	-0.683432	-0.047255405	1009677611.034918	1009677611	32424450
1362	4.7580664	-1.0739178	2.9122854	2547.4883	15.752841	3.2334841	0.24135666	-0.00073789689	1023290979.758222	1023290979	740545392
1543	1.2817819	0.40792787	0.57562899	1651.7328	21.631615	2.4490831	0.59789953	-0.28084903	1027424107.448551	1027424107	460453153
1611	4.0367777	0.43113797	0.47367526	1074.9822	4.6552803	2.5717927	-0.57007567	0.0012125511	1024032023.921524	1024032023	938169837
1672	5.90816	0.28677566	2.5642635	1102.2674	14.067043	3.3247707	0.032655809	-0.67372363	1029694369.953393	1029694369	944066644
1678	0.11660443	0.85214532	3.0668206	1056.5404	8.250726	1.7925664	-0.77270836	8.2520086e-05	1026026723.812086	1026026723	828794122
1698	0.83071804	-1.2074113	0.55612204	514.18028	3.5280891	2.6109842	-0.26361059	0.056288066	1003929877.405559	1003929877	392876744
1703	2.607377	-1.4349318	1.9296541	664.6637	22.472396	2.4764533	0.6050256	0.21419064	1000196440.46865	1000196440	454551220
1796	2.3392986	0.9366925	0.36300724	1047.7153	17.303756	2.3968624	0.13329221	0.12199488	1007524460.20054	1007524460	209643841
1858	2.3000277	-0.43915514	0.85398545	261.39579	9.3637618	1.3126945	0.0020056456	0.013633403	1013442559.16226	1013442559	141684413
1912	2.4595825	-0.66107946	2.9870213	1732.621	19.915097	3.5196009	-0.23786345	0.12542016	1020604193.576447	1020604193	552761316
1993	3.5805459	0.99729466	2.4920764	455.69614	7.9185339	2.1764913	-0.0093724313	-0.065769718	1030854176.821587	1030854176	825765848
2094	1.8467292	-0.69860228	1.0245232	820.02792	9.364013	2.6251596	-0.14671913	-0.029291519	1024889338.724617	1024889338	712064266
2179	1.4961143	-0.50502562	2.6188517	414.39875	9.3575484	1.9453879	0.13717982	-0.08832701	1018980341.752527	1018980341	749275446
2183	3.9848383	-0.057495518	0.82986499	936.70698	22.08197	2.010864	-0.0084041594	-0.037699611	1010494474.703268	1010494474	718423128
2211	6.1393631	-0.32955452	2.7698222	1312.0002	9.1966688	3.1462772	-0.68675978	0.17190373	1004142931.843328	1004142931	846324682
2220	4.6854686	0.45119733	0.2229518	912.11913	8.0451223	2.9272593	-0.0018901547	0.055225633	1013333256.138238	1013333256	147204518
2259	3.8486287	0.85470702	0.71674289	253.62547	6.8425833	2.632694	0.25539203	-0.0717339	1026603215.791495	1026603215	809580922
2338	1.2114305	-0.6324195	2.4411443	226.50881	10.324698	1.8857755	-0.30902822	0.0013540405	1019760299.930054	1019760299	928636789
2347	3.222478	-0.43012507	0.58361148	805.04661	8.8865914	2.9725027	0.18705093	-0.064906372	1026283097.639175	1026283097	626883745
2349	1.3761451	0.85463459	0.53580575	529.24581	20.011036	2.1773673	0.88764005	0.07549591	1009281076.520563	1009281076	530851722
2448	3.3270229	0.07564019	1.6621495	10476.213	18.706322	3.6309403	0.034518434	-0.15879764	1005922516.553058	1005922516	573421597
2468	1.101262	0.45844419	0.42587515	795.44505	8.8917224	2.0840268	0.42125598	0.32909655	1011136187.588488	1011136187	603077531
2483	5.3948408	0.89264275	2.5770803	932.2476	9.376393	2.8466193	0.019725839	-0.12115364	1027842700.583252	1027842700	604411006
2518	2.8051296	-0.50559892	2.8109542	558.53111	11.127343	2.9243855	-0.76251962	0.069037597	1018082900.269213	1018082900	252877235
2525	0.42051972	-1.4096618	1.2667261	610.22668	8.4644825	2.9853101	0.32707476	-0.21805902	1010322276.735738	1010322276	719502926
2595	1.5439858	-0.33982887	0.86866054	980.16532	11.828547	2.1396536	0.42418846	-0.019455121	1012060058.132578	1012060058	116215348
2691	4.3727235	0.42286784	0.48725116	710.54253	8.5274319	2.0656374	-0.21277447	0.0040676639	1025885419.088475	1025885419	82916260
2702	0.91216985	0.96704101	2.3356608	428.04545	13.174409	1.9706367	0.35830528	0.11463006	1004065927.26062	1004065927	276002169
2703	4.5718233	-0.48431878	0.22837053	930.22939	14.857057	1.5932425	-0.0024949171	-0.056626726	1001159655.931027	1001159655	912250161
2791	4.0660346	0.10069731	2.8577433	353.25371	7.1515742	2.8449485	-0.48236773	-0.064409424	1016827500.822507	1016827500	815238595
2825	0.20268209	-0.88420376	2.3968648	824.90644	13.244574	3.1627759	0.21493358	-0.38320535	1023503489.417954	1023503489	403301120
2874	4.7794155	0.606171	0.79262554	653.49772	8.3048393	1.9800139	-0.024956394	-0.15780124	1030922033.868198	1030922033	886374712
2885	1.3522189	0.35867453	0.90553641	411.63441	7.6860035	2.489177	0.28583555	0.21818185	1002336170.273159	1002336170	271944284
2931	4.1886628	-0.13824329	0.62288858	813.73154	9.6578331	2.7806232	0.00059454322	-0.20356111	1006620701.533961	1006620701	544771314
2979	3.7477305	-0.74134542	2.0305395	608.66719	7.8934766	2.822637	-0.3996363	0.14472511	1009156887.581967	1009156887	567648053
3165	3.6486552	-0.79394893	2.9527237	1397.7642	15.249331	3.2179699	0.014620025	0.11986977	1023101739.55997	1023101739	546065450
3167	0.75940847	0.33491116	0.25147216	1583.4038	14.074001	3.5636814	-0.41818232	-0.3099957	1030704094.640291	1030704094	659890294
3204	4.8562224	0.58998873	2.3668128	1205.9031	14.114826	2.1939452	0.5521226	0.014185584	1030937048.31597	1030937048	330610514
3221	0.90764398	0.10643579	2.0119016	423.77427	9.7132572	2.9842377	-0.15370385	-0.17995432	1005342351.955997	1005342351	949976683
3251	0.96858705	1.1292986	2.1517877	733.95838	11.555019	2.9290372	0.0038322769	-0.0053804678	1015303784.800678	1015303784	815232277
3270	4.296858	1.0455879	1.3084733	420.61527	5.045336	2.0762051	-0.28109473	0.22725325	1009122933.831125	1009122933	850725651
3305	5.3336145	-0.64246078	0.95247871	368.3866	7.547642	2.671091	-0.52048159	0.28866478	1007358434.888094	1007358434	877044678
3326	2.8862384	-0.82810848	0.66690304	718.41725	24.916192	2.3222515	-0.10875786	0.17639889	1024619388.824108	1024619388	819357991
3327	4.5050131	0.14189773	0.49322712	835.00812	14.575533	2.6195966	0.052400559	0.037883115	1025106587.403338	1025106587	393954873
3373	0.48665282	1.0730163	2.5479933	902.8875	10.433589	1.9316926	0.27148392	0.038610058	1029084423.339373	1029084423	355293870
3418	5.0905493	-0.048504577	2.6274032	698.29203	8.13491	2.6805702	0.027066785	0.20347131	1028994159.946872	1028994159	939208031
3420	5.3209361	0.3329362	2.5266651	460.15781	11.301128	1.2407747	0.14179547	-0.20877255	1030697618.272676	1030697618	279180527
3425	1.5714846	1.3227188	0.22935382	1186.0437	11.423136	3.2276595	0.31669192	0.36060922	1021830867.293394	1021830867	309995532
3430	4.0624447	-0.26357191	1.7056082	395.37751	23.710162	1.9927268	0.39076824	0.15559117	1024687446.310026	1024687446	300942421
3453	4.6069029	-0.25667519	2.3516191	324.14268	4.1076673	2.2460277	-0.22582597	-0.0084287129	1024063384.292156	1024063384	282178521
3494	2.0872232	0.071357949	2.8794485	676.49191	13.342121	2.659459	6.3265481e-05	0.0095369509	1023742075.474232	1023742075	489475250
3535	5.8845097	1.1232085	1.9059116	392.26427	12.198234	1.366786	-0.057695792	0.018097095	1029588615.081067	1029588615	91127872
3549	1.1663444	-0.17268877	0.17786558	848.73629	12.498855	2.3900555	-0.20438903	-0.13944777	1008860024.526418	1008860024	511234164
3656	4.4980386	-0.58297895	0.52489205	1131.7588	12.249899	2.0495314	-0.22237043	-0.11825463	1008667677.789515	1008667677	771682739
3665	5.7510619	0.52648647	2.366101	695.53378	15.219247	1.7741052	0.37994	0.038351167	1010499197.776559	1010499197	784970880
3683	4.5395402	-0.19260687	0.4677018	655.81758	11.928767	2.5201639	-0.034825632	-0.10096974	1001681554.474258	1001681554	461209655
3737	0.91565244	0.56112478	2.7063822	1236.9438	9.9592661	2.7513007	-0.73219266	-0.15023985	1009243619.225503	1009243619	241265535
3755	5.0821476	-1.3874047	0.58466972	1085.507	4.8561989	2.8312089	-0.21020571	-0.19357344	1016195160.770838	1016195160	759128809
3810	5.6785473	-1.322571	0.82937404	962.7423	3.622525	2.7957425	-0.13141728	-0.082472227	1005855515.244912	1005855515	247595191
3824	1.0490694	0.22170386	0.52698306	755.84849	11.617283	2.3312353	0.38084764	0.32213259	1025804255.429215	1025804255	443026423
3831	4.5975627	0.23894144	2.2851015	1501.8711	11.787741	3.178637	0.39562945	-0.072006546	1006279668.31467	1006279668	340238571
3865	0.67434152	-0.68494316	2.6105758	1709.8058	8.2988634	3.4635133	-0.10351147	0.023174259	1024807494.29459	1024807494	277168274
3879	1.2871998	-0.056990934	0.92131486	348.2644	7.6218936	1.5184877	-0.24994662	-0.047397889	1016993576.491098	1016993576	503368378
3901	4.9764232	0.4219977	2.6757629	426.71687	4.1898827	2.1235395	-0.47804038	-0.075086693	1008481214.952578	1008481214	944565773
3931	2.602259	-0.027067084	0.25168223	895.83166	7.7583918	2.7263338	0.47620854	-0.010903789	1017595222.513587	1017595222	503783345
3994	2.2141636	0.21881825	2.8066384	912.37333	30.011874	2.4748636	-0.16352055	0.025463619	1006912757.895352	1006912757	897212386
4087	5.2051235	-0.37758479	2.6337813	1311.2251	12.288892	3.1904724	0.031805073	0.51535287	1008370741.828539	1008370741	827834845
4110	1.9347508	-0.61689138	0.85151211	877.89372	7.1735055	2.9205939	0.57776584	0.28530237	1002240135.223663	1002240135	203703642
4144	2.5804445	0.031340715	2.8299704	574.84878	6.6101089	2.4057011	0.20131407	-0.17649826	1010225834.698005	1010225834	709155202
4149	2.3956942	1.2112369	0.30654475	99.720262	4.5454091	2.5074681	-0.017063564	-0.020892699	1021231394.393374	1021231394	408458591
4205	3.5525899	-0.38981753	2.5334156	278.7204	10.946674	2.4914498	-0.34515935	0.34404815	1015038513.530031	1015038513	526510358
4251	2.3118228	0.27958155	1.6100898	391.9138	8.6052389	2.3469091	-0.16848989	-0.11883731	1011343457.886847	1011343457	902851343
4253	1.794747	-0.70216923	0.69355161	1001.3588	11.163384	1.6020051	0.2870278	-0.27856639	1007051056.949173	1007051056	932381392
4305	2.2766435	0.76848858	0.59512358	2096.5733	9.8186986	1.7344675	-0.029677536	0.19348845	1006243436.479728	1006243436	503630161
4330	2.3783009	-0.642821	2.6178364	4302.2083	10.870715	2.9722228	0.03768675	-0.13579342	1002334407.593229	1002334407	577738047
4375	0.51329091	0.73590681	1.8954	4803.0359	11.430478	2.7637516	0.15577868	0.098508602	1006462122.78834	1006462122	780211329
4396	6.0186538	-0.13571159	0.45022608	442.74124	8.7753372	1.5780044	-0.193051	-0.027318776	1016669178.537936	1016669178	533490658
4432	3.2030315	-0.29701452	0.6591825	434.43772	12.386199	2.7462988	-0.0047097992	0.090093034	1001243155.258622	1001243155	252024174
4445	4.0093316	0.57785457	0.2671508	5768.1871	15.220653	4.061192	-0.33754676	-0.13127383	1000581851.835465	1000581851	843383789
4574	0.097817565	-0.20829717	2.957114	878.00629	10.650023	3.118504	-0.067259443	-0.11663834	1008822470.184975	1008822470	182346582
4747	4.753324	-1.038312	2.4205579	273.86168	8.7147204	2.5001329	0.020491869	0.38577278	1022776519.883544	1022776519	867766619
4799	2.6636346	-0.063313227	1.223133	667.53929	40.932648	1.3812621	0.82552853	-0.05876405	1010879236.14204	1010879236	133004546
4843	1.4776997	0.64860954	0.34008345	1068.0019	9.8635964	2.5568979	-0.24695407	0.0022862217	1011193116.943071	1011193116	938594818
4950	5.0793135	1.14687	1.987788	14435.885	24.651762	5.3222599	0.0025031827	0.030016866	1004728798.92127	1004728798	951855540
4978	5.4897447	-0.28676183	0.57367282	1306.2172	7.6083712	2.621006	0.70498174	-0.22879356	1025818785.500408	1025818785	480684519
4991	0.33022072	-0.09570695	1.017055	84.249922	10.782289	2.4878505	-0.41224041	-0.12968852	1020369623.783325	1020369623	767841458
5005	3.6185631	-0.95052133	1.0604518	599.14179	13.605666	2.1543354	0.054380383	0.14950087	1022848597.033114	1022848597	17233729
5009	1.8942921	-1.1478324	2.4891514	863.77014	18.762695	2.0525478	0.23609266	0.0012350779	1010093695.803495	1010093695	787809491
5139	1.6097008	1.1565473	2.9203645	1051.8445	7.9838953	2.7886176	-0.18406032	-0.19823435	1018332694.971933	1018332694	988478899
5161	1.3472538	-0.15903329	1.0030631	575.58655	10.991221	2.7552231	-0.16036264	-0.06768976	1002223980.387095	1002223980	372593522
5233	4.1977792	-0.30962042	2.5237424	249.42207	14.14744	2.7497574	-0.15426515	0.019795438	1016265031.523926	1016265031	534819603
5246	2.1920035	-0.069431502	2.2209676	507.2772	6.8494953	1.3769165	0.67312394	-0.031704548	1006347902.935271	1006347902	939038873
5264	2.0358767	0.19596532	2.1734961	1459.0612	15.80143	3.4536211	-0.060496856	-0.22423449	1009630571.44605	1009630571	433982372
5269	2.3784859	0.25351372	0.68841728	110.92513	8.3623111	2.7329648	0.061537899	-0.087803016	1004139002.623918	1004139002	609464049
5376	0.98484378	0.10262441	2.2968788	1067.4718	8.8965241	2.4202035	0.0030767289	-0.058576413	1012516027.631087	1012516027	639342546
5424	4.8649248	0.41623941	2.5516677	1196.9345	8.0644469	2.9072238	-0.043695358	0.33765114	1013616584.512062	1013616584	525176167
5454	4.539576	-1.0000836	1.6456088	314.22219	5.9203893	2.3520481	0.7406992	-0.0035787099	1024360047.409386	1024360047	398530841
5520	4.572333	-0.17090385	2.6539057	561.48921	10.334348	2.4096094	0.40555834	-0.0017474594	1003397075.190015	1003397075	172831535
5648	5.9660082	-1.2206132	2.0550316	1195.5222	16.578619	3.0767638	0.19589508	0.17294493	1011081791.41803	1011081791	403019309
5672	3.7487273	-0.040767909	2.676142	1144.9458	12.394084	2.3858261	-0.11394288	0.13720757	1027809574.388341	1027809574	396992922
5721	0.73142982	-1.1132377	0.85833044	744.0812	9.2571243	1.5884366	-0.38288394	0.10172143	1008933199.931888	1008933199	915173769
5847	5.3542646	-0.091161378	2.2845412	1025.7429	10.718186	3.3489149	0.26617098	-0.010306021	1026377894.151838	1026377894	165378690
5883	5.6035511	0.37698927	0.39059412	3593.6431	11.094083	2.9036676	-0.35223539	0.058380471	1028858471.627866	1028858471	601974130
5901	0.018788266	0.31530047	2.7952987	1125.584	66.980634	1.7511015	0.77255403	0.046112755	1011552121.758189	1011552121	772117615
5909	3.5290533	-0.0021404391	0.54915014	348.56383	8.3592896	1.3076474	0.2043653	-0.0063889719	1001399575.433677	1001399575	418756604
5911	1.5582802	-1.2085164	2.2417929	500.97286	8.5906589	1.959135	0.022108061	0.0050068358	1029700175.031843	1029700175	14413834
5918	3.4861949	0.34667122	0.27610992	3834.7206	13.218702	3.1306343	0.24827153	0.034839097	1016261926.540121	1016261926	560159802
5927	0.79347307	-1.1335422	0.39549378	806.61512	3.6845954	2.3487845	0.61521141	0.3179143	1002831521.813485	1002831521	794101238
5951	0.35929686	-0.27051973	0.53083399	704.04325	3.4863816	1.4225096	0.0047670522	-0.02253219	1027225469.190993	1027225469	187408805
6083	2.9613194	-0.63487898	2.7963466	1179.7743	8.902981	1.4409473	0.50343005	-0.12975275	1005101917.768765	1005101917	749959230
6101	1.1383608	-0.20357608	2.560112	747.48777	8.2030417	2.8218774	0.18214465	-0.078691982	1013190096.405355	1013190096	398295045
6139	1.9207482	1.090129	2.3845288	853.04426	10.716907	2.327476	-0.31706217	-0.12641492	1001752592.241104	1001752592	253374338
6144	3.8152764	1.0941507	0.67120101	1299.9765	25.890644	2.6276733	0.12473054	-0.022443835	1014291033.402385	1014291033	419657111
6236	5.7554349	-0.56452352	2.65065	936.34526	10.870572	2.0809291	-0.40888481	0.088040934	1028559362.149696	1028559362	134239554
6273	1.6557017	0.71795252	2.1858597	571.26011	10.291207	2.0023321	0.83425691	0.15044335	1016751599.526628	1016751599	546587825
6278	2.9876183	-0.024701692	2.9182814	1860.0193	17.096864	3.106605	0.076061804	-0.068398033	1019833867.137653	1019833867	120920420
6391	1.4344295	1.0128384	2.3020989	561.61089	6.3598964	2.0076136	0.17533694	-0.1234619	1030001110.827437	1030001110	840872526
6582	3.6185762	0.90233591	2.4828923	543.83482	4.1504334	2.1397773	0.039586581	-0.076392801	1011649826.547542	1011649826	555603743
6703	3.0498791	0.96509467	2.1463664	712.51451	9.8417572	1.9881725	0.059504226	0.04656294	1012645560.773678	1012645560	793902159
6752	1.1258226	-1.0284207	0.21772039	1160.7926	31.199141	3.1259597	-0.05976591	-0.0961357	1021787193.111694	1021787193	93422413
6757	4.4165287	-0.01468004	1.6197819	396.50984	10.051491	3.1153092	-0.13723064	0.06944235	1014594180.627544	1014594180	613149762
6792	4.3676608	0.080081542	0.92731153	709.52119	12.376228	3.0332792	-0.018528995	-0.1504904	1015645383.195118	1015645383	183688641
6805	2.3234735	-1.2792179	1.7807512	522.59429	4.5137649	2.7708361	0.20738046	-0.08888843	1013209327.004335	1013209326	982842922
6815	1.858783	0.54369721	1.1545331	446.31005	5.1266379	2.4789672	-0.039632131	0.022717927	1030207409.875612	1030207409	894019127
6928	0.69733394	0.94824141	2.6216768	908.22016	11.298208	2.5554392	-0.049053998	-0.21166822	1003637544.094597	1003637544	111945629
6934	1.8926901	-1.1859472	1.032564	591.27848	18.746841	2.6747394	0.60214814	-0.29122168	1027085089.808842	1027085089	795868635
7136	1.7396744	1.1524967	0.70285063	869.0853	3.7766774	3.2327302	0.10015166	0.034874582	1025999813.259046	1025999813	276877999
7154	1.9179347	-0.048000045	0.90367021	375.60897	7.9029007	2.5329418	0.41550547	0.094670288	1025371682.454802	1025371682	470658541
7183	2.131094	0.38163012	0.24707967	1038.2308	12.904877	2.9850388	0.34338192	-0.015855827	1014083721.100548	1014083721	116899371
7186	5.8634981	-0.67788169	2.6976074	836.68536	9.1647624	1.5372693	-0.089546987	-0.054260507	1013933145.170908	1013933145	150993347
7261	1.6717617	0.53894568	2.1156566	516.70855	8.5654712	2.3325308	0.01247558	0.061609853	1021999892.453812	1021999892	465988755
7300	2.3958898	-0.22005376	0.15082722	2094.9352	5.1758762	3.3288595	0.62247931	0.19194179	1005102535.449205	1005102535	440631866
7312	3.7726548	1.3451397	2.7272338	624.03525	12.149742	2.0677567	-0.81481219	-0.0121992	1021643467.094324	1021643467	106285810
7318	0.38929708	0.17763284	2.2115471	374.21335	20.152444	2.6433246	-0.20856859	-0.088761434	1018101413.010128	1018101413	16246676
7348	3.4544659	0.80390428	2.3402355	496.92116	8.9634066	1.7186485	-0.60757003	-0.33467587	1031493745.659613	1031493745	669971466
7376	0.83147134	1.1723689	2.8977874	65.715994	3.5530496	1.1715546	-0.74847386	-0.0012614497	1016377577.162528	1016377577	178080797
7483	3.1296045	0.84881532	2.0047274	542.13603	3.3991396	2.989997	0.64699567	-0.082484831	1020832502.346579	1020832502	367002249
7511	3.2532303	-0.63704969	2.5763074	563.22624	9.2329078	1.703314	-0.047781392	-0.23165745	1026469134.919692	1026469134	899974704
7531	2.8259412	0.23164366	1.2235874	680.1359	27.172325	1.6920761	0.064292949	0.072944612	1000656045.176407	1000656045	194728136
7534	4.376374	-1.5135863	0.35977181	104.22324	11.204594	1.5173742	0.42188623	0.12303026	1021055108.797678	1021055108	783252716
7544	1.0392997	1.0965601	2.2952982	822.85128	23.963331	1.7608233	0.15995384	-0.069890542	1026405421.129749	1026405421	152435660
7546	4.8782006	1.3431036	2.7674476	732.36297	12.138017	3.0838301	0.13047126	0.0071921514	1030947698.549435	1030947698	564328313
7548	3.2674128	1.0063316	0.076001941	1387.4985	21.219842	1.5666789	-0.25099762	-0.014830708	1028852075.907281	1028852075	930265665
7570	0.9096674	0.44842492	0.92863452	855.10125	12.063572	2.7938011	-0.23886447	0.24364501	1013731858.725258	1013731858	746545196
7578	3.7839549	-0.36084598	1.6461629	413.83414	3.6496485	1.8320644	-0.66798391	-0.047061818	1030961187.975891	1030961187	959126592
7614	3.8634856	-1.3391846	2.8114287	1007.0851	8.7876782	2.6142565	-0.086922258	-0.030351472	1023881177.833361	1023881177	819121599
7755	3.8284624	-0.84689001	2.1381716	935.17057	10.757658	2.6710221	-0.043057828	0.031396937	1006921038.066489	1006921038	44306278
7762	0.53288708	0.43219066	0.44046134	828.5322	12.117779	1.9842221	0.53817	-0.0028795479	1017318575.142918	1017318575	148242593
7782	1.7883666	0.32472823	0.43707327	8762.4046	14.129499	4.2162312	0.19303985	0.036501243	1024203657.989846	1024203657	958764553
7814	3.1285727	-0.55388408	2.5498755	1166.6463	8.0648061	3.167403	-0.074095624	-0.048635209	1001736751.72845	1001736751	710880876
7863	5.012726	-0.23967854	0.31073432	434.28308	4.516848	2.6196269	0.0076511888	-0.038743762	1023372161.679543	1023372161	673064590
7867	3.2851744	0.67198561	0.42320426	1377.5415	10.714387	2.7309087	0.062052956	-0.045282488	1008603987.610174	1008603987	626629829
7876	2.2959064	0.58002919	2.7845711	402.49956	10.536114	1.854333	-0.069780637	-0.28491466	1029761625.342387	1029761625	355577707
7880	2.6317657	-0.92676789	0.52685613	1016.5913	9.9233045	2.1796545	0.0026052904	0.11933602	1001969577.640401	1001969577	633511424
7993	3.2297849	-0.078617894	2.054167	399.99277	6.3949705	2.5443885	0.5730273	0.10024862	1030930090.143572	1030930090	143755913
8082	5.4951191	-0.45966	0.31273795	704.00365	8.2089815	1.508177	-0.097579488	-0.28031661	1013357918.133694	1013357918	138432980
8091	2.1576762	-1.0562254	0.83397932	1393.1867	21.332214	3.4178781	-0.052114682	-0.34616574	1030520070.574004	1030520070	556640983
8190	3.4172753	-0.53766546	0.58939246	1499.0384	8.0912365	3.1459633	-0.49200059	0.013621682	1006292751.378212	1006292751	369574189
8198	2.98842	0.9465476	0.46198886	1258.7023	9.061281	3.2601459	0.065780114	-0.42463121	1010428109.335104	1010428109	326890349
