simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z	gps_time	geocent_time	geocent_time_ns
1686	1.8429101	-0.70457621	2.3632161	2073.5091	15.31039	2.9620579	-0.024841311	-0.22750616	1024700079.807328	1024700079	796360612
1736	3.2936546	0.65170723	2.9231655	3645.2837	24.828823	3.8913615	0.46201759	-0.14964654	1019021723.246484	1019021723	264918804
1746	0.35847638	1.3684187	2.2589129	1097.7454	15.944119	2.3056938	0.072983575	-0.24019104	1016574926.350615	1016574926	370466352
1773	2.5582533	0.0071265599	0.91274962	907.04989	9.2696879	2.430618	0.17221171	-0.0022664725	1000874917.013766	1000874917	764728
1784	4.7567896	0.069776716	0.5490386	1602.2681	18.595513	2.1410147	0.55159438	-0.1656395	1015217390.19077	1015217390	182068229
1785	2.2845671	0.84194569	0.98718506	2394.562	7.7317297	2.4902709	-0.15256122	-0.035662281	1030976296.707157	1030976296	721942902
1803	2.1456557	0.58522957	2.7950081	2809.3736	17.690992	2.9129481	0.26230359	0.0222892	1006586412.140195	1006586412	159735084
1806	1.5188326	-0.23087918	2.60164	2189.3298	14.245262	3.3631419	0.0063204133	0.1801542	1020971661.104248	1020971661	119995594
1843	2.8877727	-0.20884708	0.49035842	2546.2369	10.243672	1.996887	-0.52184887	-0.18255102	1022032854.330148	1022032854	347259045
1850	2.378658	-0.61114059	2.6483094	1488.7931	14.718264	2.4223282	0.018645735	0.0020781198	1000892048.351881	1000892048	341801882
1925	2.033925	0.63972157	1.2350104	887.45112	3.5667313	2.6171395	0.36763777	-0.083103493	1013818419.75186	1013818419	771554947
1936	0.30860949	0.72077903	2.0264961	739.25593	12.612287	2.2679226	0.025133902	0.0099245954	1000463552.606083	1000463552	623632908
1992	5.3811128	-0.12690926	1.7470455	492.97158	7.8528414	1.6216991	-0.0088856411	-0.0025335961	1003551545.846404	1003551545	847466826
2004	1.2473411	0.6319943	2.8896277	2269.5353	10.918878	3.5639447	-0.58298512	-0.45622625	1002951737.033393	1002951737	47536492
2034	3.4218434	-1.0597773	2.8846059	3277.05	37.093279	2.5965733	0.19724845	-0.033447635	1006579259.821828	1006579259	804341912
2095	0.83692008	-0.55122441	2.0020059	1419.0817	8.2261883	3.1219611	0.0006571402	-0.03803126	1015486028.271279	1015486028	259376884
2097	2.1849641	-1.1344637	2.6538362	1549.04	9.8242065	3.3072156	-0.16450116	-0.096331559	1015167054.303429	1015167054	279541850
2105	5.9249845	-0.99495917	0.87898429	1799.9431	19.87214	1.6349084	0.27114676	-0.0030934228	1012994559.120072	1012994559	97316861
2270	2.1132379	0.14390924	0.6031779	685.39595	11.24089	3.1591812	-0.088132629	0.44953329	1027320435.474732	1027320435	461091042
2272	5.3620673	0.41019318	0.71617695	1972.8921	10.094899	2.8151427	-0.045385148	-0.040956721	1010321638.792561	1010321638	795858502
2277	3.9989342	0.39197589	1.5677246	671.21692	10.592637	2.485392	-0.38526309	-0.30003872	1024872075.419244	1024872075	426644921
2288	0.091380253	-0.67855215	0.28700078	698.22181	11.632562	2.1937044	-0.12182356	-0.0076399533	1015121761.241196	1015121761	223152757
2319	1.6700428	1.1497133	0.55763558	997.52778	4.1050595	3.0193525	-0.33521321	0.26375528	1024625776.884888	1024625776	898763895
2359	2.9095704	0.55330733	2.4005425	1105.1247	11.004139	1.9319755	0.063856012	-0.064847431	1024806102.775691	1024806102	789598346
2372	0.35003558	-0.36817553	2.9710712	204.1709	14.837458	2.097196	-0.38552517	-0.095298077	1028809761.015303	1028809761	11506796
2419	4.8138629	0.84469098	0.6023698	2971.5597	39.364376	3.9923148	-0.055201061	0.30242701	1007308360.053701	1007308360	69790483
2583	6.2505708	-0.30666024	1.9093335	1533.5441	10.883871	1.8828812	-0.092917281	-0.047593995	1001442650.247838	1001442650	230276823
2621	3.5368373	0.8037494	0.51740283	2160.5515	9.0983794	1.9092832	0.08033163	0.14917418	1004210601.47696	1004210601	488705754
2647	6.0834856	0.95313662	2.3782441	396.81919	16.262967	2.7547221	0.63940179	0.018551161	1022625868.956172	1022625868	959961653
2683	1.9613126	-1.2768041	0.85105354	673.53202	3.8338595	2.1885197	0.0090521019	-0.046119421	1000979254.223889	1000979254	211557984
2739	0.81900004	-0.25968092	0.76404537	768.47216	8.3613875	1.2958	0.18604045	0.0038151577	1002653996.251848	1002653996	235779762
2752	5.6546198	0.049818418	0.69095355	1560.0658	11.517279	3.3268412	0.15231801	0.043399471	1002638085.831161	1002638085	820249438
2753	5.2167486	-0.27088557	0.81804988	829.26094	13.895648	2.0748193	-0.094077187	0.24759802	1016932571.566199	1016932571	548596859
2800	0.1936469	-0.68329817	0.96028135	2505.0981	19.338866	3.416173	0.72102614	0.092726138	1030562044.514757	1030562044	498701334
2801	4.5611563	1.1902265	1.18744	1332.4912	15.518171	3.0094829	-0.2817221	0.17857383	1016353468.361992	1016353468	371470451
2859	5.5602861	0.88925829	1.9745313	751.11617	15.712397	1.4504418	0.63382568	-0.04547809	1019839992.271907	1019839992	288594246
2875	5.6877027	1.1260015	0.71769671	2274.5685	42.362078	3.5984991	-0.77473717	-0.20854116	1013538021.424202	1013538021	441228271
2901	2.6411743	-0.013386321	2.3357181	1081.3155	12.313051	3.1777707	0.37984882	-0.42265744	1020232954.643551	1020232954	651775479
2919	2.0467384	-1.0602213	0.33669991	1259.3442	8.9834212	2.2940016	0.092854782	-0.054711884	1013876837.079471	1013876837	59569955
3055	1.4405891	1.1337086	1.0269806	824.06523	8.9784691	1.6909391	0.40146838	0.01439359	1021752195.069506	1021752195	88258624
3075	0.83970333	-1.3784864	0.65290629	1864.2545	12.550481	2.8661398	-0.16349385	0.34291037	1003268818.106899	1003268818	89583516
3109	2.0331989	-0.5794582	2.1065088	2184.3047	10.430825	3.7021424	0.35120298	0.15258929	1024218495.008182	1024218494	985274911
3130	0.27696619	-1.2483463	0.66489272	2022.1762	9.1518623	1.7739624	-0.00042650468	0.084758121	1028843756.812521	1028843756	798199058
3134	4.7567855	0.0030173318	0.93031947	629.92417	8.99641	2.4846053	-0.036676908	0.020655854	1021873689.102708	1021873689	115837336
3137	3.8800458	0.05895491	2.5211609	488.68167	9.1989767	2.7375476	-0.62249894	0.17959245	1031496802.73047	1031496802	724740982
3157	0.71533463	-0.104424	1.9293046	829.16122	13.923531	2.9039388	-0.023922099	-0.051250181	1025485933.208646	1025485933	191662550
3195	5.61631	-1.192346	0.82060627	347.52204	8.8599506	2.1261275	-0.36597482	-0.16801634	1007819152.699653	1007819152	683076978
3212	4.0733489	-0.97544501	0.30262086	2975.5478	14.064812	3.3098776	-0.36909827	-0.24146899	1026222667.501209	1026222667	486086726
3277	1.1623263	1.2756182	0.4346082	1863.1308	11.247612	3.1509586	-0.10865944	-0.052178925	1023371649.203568	1023371649	218663454
3302	3.01072	-0.31134312	0.17750438	1376.149	10.182409	2.8238038	-0.095717171	0.16906954	1000397074.169598	1000397074	175069690
3306	3.5217256	-0.64126233	3.0652733	3193.4739	17.320565	3.5119989	0.14447542	-0.012439094	1004496732.29725	1004496732	282015562
3455	1.4251121	-0.97739775	3.0322219	2066.7789	17.397068	3.3936898	0.68081081	0.043014179	1019169297.306184	1019169297	297305942
3497	4.3284344	0.89201628	2.2505998	389.40269	37.388537	1.3152811	0.52509032	-0.21927533	1022648931.38189	1022648931	400682330
3539	4.3251478	0.1060144	0.96824526	1403.3547	4.3043804	2.6551196	0.72054404	-0.35010036	1025455631.353534	1025455631	341016889
3563	2.5758675	0.80562808	0.58462824	2276.4668	8.9625888	3.0726501	0.015647271	0.10014948	1023236890.866505	1023236890	885177612
3576	3.0227801	-0.83566304	2.214727	948.39485	10.733723	1.8100641	0.08212735	-0.29684419	1025769989.770909	1025769989	756500959
3642	4.3943959	-0.3992469	1.5227005	671.45006	7.7751136	2.4891779	0.063866466	0.055841813	1014129863.760698	1014129863	758733869
3684	6.1466042	0.47271824	2.3230432	2680.4301	11.033773	3.4446814	0.22273284	-0.061279164	1017341569.69609	1017341569	714388132
3716	3.4976977	-1.2342835	1.2011829	1100.6681	18.312274	2.2045427	0.0036674266	0.011996168	1024591506.209333	1024591506	203830600
3742	4.2360939	1.1929278	2.6264546	1327.3435	8.2960191	2.4607848	0.49993307	-0.072431474	1027059139.794362	1027059139	814162374
3801	0.18086987	0.35758033	2.8041405	933.18677	4.2112923	2.4064014	-0.032685542	-0.020772868	1020833991.470987	1020833991	463664293
3818	6.1107934	0.57836294	1.1247747	777.75087	5.1883797	1.7119905	-0.25789092	-0.0097490786	1020521930.740854	1020521930	757972598
3827	5.5428622	0.17001681	0.61018577	1591.8746	10.299997	2.3582253	-0.088819441	-0.057724285	1028366646.696564	1028366646	706227183
3833	5.0857235	0.84214521	1.3106746	1780.2142	9.5558185	1.7693091	0.28831034	0.18255387	1009563316.105074	1009563316	121238470
3842	1.0293098	-0.7512407	2.8315518	2493.1478	12.777177	3.5394642	0.053163611	-0.012431951	1030923940.172178	1030923940	150662184
3893	2.2814822	-0.3605263	0.94531909	5274.9592	24.753225	4.4154616	0.06466885	0.0034858118	1018871176.469714	1018871176	458400369
3912	3.7398277	-0.68809271	0.56276918	2109.6338	14.961843	2.5270522	0.38759699	0.1229353	1025523974.019994	1025523974	7256627
3913	3.6444136	1.29195	1.253861	689.03228	26.962792	3.1608365	0.56683482	0.03702661	1030215201.477584	1030215201	493493438
3943	0.70857453	0.876189	2.4767367	917.28336	9.8931622	2.134024	-0.012341186	0.10532949	1008751893.028606	1008751893	43009281
3976	5.1968776	-0.22540764	0.24563981	1209.8313	12.201117	3.2809108	0.053734843	0.49105787	1020336029.294664	1020336029	304441333
3977	0.80027163	-1.0704619	0.53870698	2730.5152	11.111317	3.7032575	-0.31295375	0.30078621	1004298238.906669	1004298238	885798454
3985	0.75930473	0.35246945	1.5660027	518.25273	3.6404714	2.6766405	0.017251021	0.039732798	1012263781.413414	1012263781	432099700
3987	0.81240353	0.14842276	2.4613662	1012.25	3.7455352	2.9498218	0.36360726	0.0018995998	1007695952.233348	1007695952	246473789
4024	2.410344	-0.27991358	1.9646261	1606.5165	23.515677	3.4266486	0.11857447	0.84418787	1013292273.416393	1013292273	401213288
4062	2.4847838	-0.94646462	0.59096192	1933.7312	23.497469	4.0152856	-0.16518903	-0.0022872808	1008194272.916616	1008194272	898139954
4076	5.2950409	-0.6286512	1.0179944	1157.0949	4.0561859	1.4613498	-0.43298	-0.16309517	1003413089.364204	1003413089	342105150
4077	5.443189	1.0010533	2.8434574	492.65354	7.414375	1.3792998	-0.85036683	0.11372529	1002007473.594055	1002007473	610499501
4095	2.8340405	0.66615634	0.9517977	1617.1014	12.477432	2.8438302	0.80708291	-0.0053481814	1005675562.662707	1005675562	666605473
4164	2.4333312	-0.029113558	2.7169887	7195.9345	16.804526	4.4705566	-0.010836687	0.096437875	1019444915.210006	1019444915	214206100
4238	2.6804366	0.33863359	2.6046172	1643.0693	14.303083	2.7368078	0.57275202	-0.0096397997	1011437924.260194	1011437924	275653362
4239	5.1199821	-0.09466664	2.8385482	1448.5778	13.147313	3.197302	-0.21685934	-0.25679665	1003784257.057384	1003784257	61782598
4304	3.954836	-0.2105535	0.82178647	690.71938	6.6385508	2.6193714	0.31473318	0.00019550148	1005448093.704948	1005448093	698781013
4309	4.120345	0.16340554	2.9877756	2509.5122	10.118827	3.486193	-0.1120884	0.14157255	1014425836.099254	1014425836	95040798
4324	1.0645807	0.16911509	2.4057078	737.48102	8.6061015	1.4558168	-0.11190326	-0.065653181	1022741908.099778	1022741908	88318825
4327	3.3112459	0.71250309	2.3725937	1320.8851	7.5824781	2.6724588	0.062885224	0.14146322	1016348611.072851	1016348611	89982986
4341	2.8522351	-0.065482167	2.2566955	871.18634	39.139814	2.9799771	0.052985841	0.51899888	1014449004.749127	1014449004	762440801
4401	1.9678303	-1.4525936	1.4559394	395.05621	11.121823	2.7223579	-0.010604905	0.22081707	1004190962.786981	1004190962	774195433
4426	3.4006435	0.6892498	0.35353224	3423.5737	31.47815	3.7969309	-0.15423423	0.0041430071	1008507306.178692	1008507306	198066354
4437	4.1402625	1.0969076	2.0936568	1340.064	21.790525	2.8328748	0.17538507	0.26387688	1025669276.520447	1025669276	539604902
4498	4.1202761	0.99355261	2.5868044	248.88222	11.901358	1.8824562	0.094157101	-0.086027956	1024568536.899854	1024568536	909860134
4502	1.091807	-0.32711823	0.65140238	406.31443	7.7843242	2.496067	-0.17898592	0.0005537488	1008616274.019618	1008616274	5726576
4571	4.699533	0.21685874	0.40013979	2124.5711	8.8728346	2.2068487	0.36852266	-0.0048276229	1005079978.070364	1005079978	85372806
4603	3.4440542	0.052817061	2.250305	805.47299	3.8180361	2.9582485	0.32360837	-0.69737443	1001057742.341712	1001057742	325834870
4643	3.881775	-1.1191497	0.48018755	4876.9097	29.876477	4.8436635	0.53758286	-0.023169183	1019753446.551789	1019753446	542167187
4647	6.1021241	-0.21436798	0.84310333	802.32833	7.7297867	1.3765505	0.057852802	0.050878978	1003251457.808726	1003251457	800512075
4650	3.3536212	0.60527811	0.67762738	1675.1685	11.052989	2.6087954	0.38450261	0.14645211	1004303229.191593	1004303229	198649645
4657	3.3873802	0.52480535	0.16175586	1554.0878	9.7771549	3.4604148	-0.36376253	0.16128111	1028944764.104981	1028944764	119452119
4658	1.7156366	-0.6998355	0.96041065	1244.6296	12.365743	1.7261909	0.53375955	0.025057126	1022158478.978339	1022158478	962854385
4662	5.935824	-1.220242	0.80926614	720.83353	7.019819	1.5380214	0.3102781	-0.14606291	1010380481.565623	1010380481	552830219
4730	5.7097058	0.98180629	2.7227313	1291.9752	14.753312	2.6177058	0.064476601	-0.011135921	1011040764.323168	1011040764	340443254
4791	5.4213291	-0.81448013	0.59580936	2854.8334	22.432754	3.9775028	0.69212054	-0.29835121	1003743118.870343	1003743118	850010395
4870	4.3192815	0.44050435	0.30278773	3051.3162	11.50105	3.2756313	-0.4035353	-0.015546101	1019199831.010751	1019199831	25817752
4913	2.9260681	0.20663886	1.5130449	552.65679	7.3805883	2.6914698	-0.11954402	0.30333878	1000477608.815161	1000477608	824512482
4973	3.6845846	-0.40360489	2.5388099	1333.8531	10.695328	2.5167887	-0.48870382	0.14533325	1001916725.365435	1001916725	353794098
5023	0.8514313	0.53769054	0.68768939	1393.9353	12.745595	3.3154871	0.18160626	-0.29048227	1015029482.10351	1015029482	122474551
5052	5.9876987	0.92165377	1.1358687	940.60923	10.877584	2.0822714	-0.40888481	0.088040934	1021499486.160638	1021499486	170774579
5085	1.2853875	-0.30892433	1.072788	1392.2373	10.656699	1.9738234	-0.7110096	-0.14964656	1022998197.740627	1022998197	722414613
5187	3.1101992	-0.14704423	2.4758335	1070.9708	14.231979	2.7293973	0.66091093	-0.088800229	1023892843.274475	1023892843	256512880
5386	4.7261579	-1.4565613	0.50342535	648.6239	7.7145622	1.8418564	-0.30979148	0.19019968	1014475038.706147	1014475038	691834092
5392	6.279846	-0.88556099	0.7036318	1575.342	13.894933	2.6467954	-0.11587204	-0.21153905	1031535086.239641	1031535086	231071472
5465	4.4980386	-0.58297895	0.52489205	1766.8557	7.7359107	2.7763905	0.41949349	-0.17662251	1008667677.780326	1008667677	771682739
5516	0.50387812	-0.68469152	2.5590713	2564.6881	10.827878	3.8977569	-0.78996059	-0.40852131	1029202282.241007	1029202282	220033050
5573	4.8679155	-0.18736236	0.28684741	1301.6135	7.6540163	2.776093	-0.68090865	-0.049376511	1003792876.698767	1003792876	708535433
5580	1.8469528	0.33774167	1.2112286	370.33778	7.3037747	1.4369154	0.22505715	-9.2292052e-05	1023679915.923739	1023679915	932644486
5587	5.2034527	-0.27299987	2.0065466	1130.8137	10.474126	2.3603968	-0.077678658	-0.23172909	1003243204.506592	1003243204	490462661
5664	1.1190841	-0.35446742	2.5726182	2716.3924	9.7850837	3.2832086	-0.35975703	-0.13019861	1030845026.729754	1030845026	727118850
5743	3.6890504	-0.11550531	2.4177786	1382.0671	15.404466	2.0422048	-0.054437034	-0.026149068	1011219767.701259	1011219767	681618333
5755	1.5524319	0.89326582	2.1034501	898.29066	17.641294	1.592391	-0.19343666	-0.054091071	1017977190.204792	1017977190	216570258
5828	1.2179453	0.71423123	0.23212126	3238.8346	23.763257	3.2853389	0.33899712	-0.023009663	1012603121.811147	1012603121	825700641
5843	2.6940123	-0.29516627	2.1491927	1520.1915	8.4258074	3.5345856	-0.61145994	-0.009715659	1030088779.549319	1030088779	533098340
5855	6.1161199	0.25967526	0.4539339	539.90494	7.0517691	2.9499849	0.15063215	-0.48031895	1018023750.121138	1018023750	139679313
5867	5.8031395	-0.083152491	2.8699693	1661.7753	16.624349	1.8329353	0.29063374	0.052249317	1027406747.461756	1027406747	482895136
5911	5.2129948	-0.031394651	2.0461053	949.22549	20.208749	3.2566132	0.022261918	-0.0068366174	1009659501.115082	1009659501	126822948
5923	1.4271924	-0.69565317	1.1407777	1185.4408	10.863561	1.4312463	0.017451001	-0.051136487	1008103988.484066	1008103988	471272826
5956	3.4769404	-1.2232998	2.5408045	1482.4769	4.4405021	2.039221	0.26767582	-0.0034592703	1026148219.155282	1026148219	134555578
5983	3.4732477	1.2902223	1.8070199	241.03908	23.841899	2.5722319	-0.020142264	0.0031033803	1019794388.23545	1019794388	250596046
6057	5.7393157	0.16448662	2.6793364	294.43528	8.1209455	2.6877541	0.30944641	0.065104258	1018616187.702464	1018616187	720453978
6064	3.8014832	0.54275183	2.224843	1566.1883	27.401674	1.8244698	0.13967436	0.23494806	1019262741.382025	1019262741	385653734
6097	4.7106494	0.038163444	0.61151649	1157.6621	15.240942	2.7705792	0.64053947	-0.035111685	1009787021.34934	1009787021	339239120
6155	2.6985222	0.70801119	2.3972954	634.13962	9.2184433	2.2797759	0.091851287	-0.052620455	1001483830.798035	1001483830	812030077
6250	2.7566072	-0.75763835	0.95822264	1214.2794	9.6723307	2.0203346	0.014973488	0.0842059	1026536161.538279	1026536161	524216175
6315	5.9234919	0.18969174	0.31732138	1308.8332	7.9272125	2.2455693	0.00076806762	0.15753373	1006963530.753526	1006963530	755549550
6366	4.3679894	-0.093715466	1.2861417	394.74927	6.0183424	1.6730671	-0.00024502913	-0.050298032	1008591283.609961	1008591283	609656692
6384	1.2784358	-0.52843658	2.4975607	1486.4196	15.065505	2.0936046	0.073725485	0.093105425	1005508421.657652	1005508421	636741996
6417	0.96213733	-0.70911221	2.8583241	1947.3204	13.245559	2.7899668	-0.43410486	0.028516701	1007562955.380121	1007562955	362666965
6420	0.38893928	-0.28671553	2.9114059	1716.2062	3.9569183	2.2868909	-0.41727467	0.04850055	1010651692.970666	1010651692	957129598
6449	5.0051701	0.010653862	1.761323	997.69621	8.1459846	2.5727631	-0.023704812	-0.14368911	1013832688.895003	1013832688	882416606
6458	3.9133633	-1.0140416	2.0271574	2621.1273	17.503872	3.859829	-0.73107231	-0.23506059	1017859839.974818	1017859839	952794552
6484	4.6369339	-0.68720388	2.3804259	638.08755	8.190066	2.3193811	-0.25605722	0.16896037	1025642320.186431	1025642320	170906067
6547	0.94998077	0.59764825	0.34880996	7549.3454	24.654187	4.3256768	-0.091836422	0.13309816	1020884474.039389	1020884474	52489877
6563	5.9710292	-0.4232644	0.32458515	2446.0474	14.039385	4.1137632	-0.17846334	-0.046422643	1024191518.351031	1024191518	332544327
6571	1.4187902	0.86399657	2.6952824	2331.63	11.246744	3.1918741	0.36891054	-0.0048383297	1013065182.283273	1013065182	299235582
6602	3.3278839	-1.4319831	2.4840933	1480.0224	9.4479909	3.0225851	0.29952114	0.033851405	1031402121.244537	1031402121	229550004
6619	1.6454465	0.39224009	0.31376802	1182.8817	12.013152	3.0057659	0.69622115	0.11166086	1013976897.902622	1013976897	910528183
6622	4.5709679	0.59616547	1.8607057	400.42755	7.5914096	2.1983852	-0.56459125	0.079188277	1005649261.43819	1005649261	453222871
6650	0.55874179	-1.0294092	2.4653806	1371.0797	9.4585036	1.5076774	-0.19178106	0.16096664	1019191210.559136	1019191210	541484356
6666	1.0339502	0.90496776	1.5911145	728.28093	15.031	2.5731718	0.71844986	0.024722916	1012892573.212901	1012892573	226913810
6682	1.4372063	-1.0372501	2.4304547	915.16675	8.9876772	1.5923503	-0.26077322	0.26646959	1002996819.360779	1002996819	350320935
